ID,Quotation Name,Document,Quotation Content,Comment,Codes,Reference,Density,Modified by
1:15,Note that per CASSANDRA-211 we shouldn’t jam this into the existing pe…,CASSANDRA-44,Note that per CASSANDRA-211 we shouldn’t jam this into the existing per-node  web ui.,,Contextual constraints,4:2085 - 4:2169,1,arjan
1:86,jbellis,CASSANDRA-44,jbellis,,Comment,4:2176 - 4:2182,1,arjan
1:16,"So what we’ll want to do is add a preamble to the commitlog stating ""t…",CASSANDRA-44,"So what we’ll want to do is add a preamble to the commitlog stating ""these are the  columnfamilies and the indexes i am mapping them to in this commitlog.""",,Architectural design configuration,4:2185 - 4:2339,1,arjan
1:17,so if we add or  delete CFs we won’t screw up that ordering.,CASSANDRA-44,"so if we add or  delete CFs we won’t screw up that ordering.
",,Architectural solution benefits and drawbacks,4:2341 - 4:2402,1,arjan
1:87,jbellis,CASSANDRA-44,jbellis,,Comment,4:2407 - 4:2413,1,arjan
1:18,Or if we are using ZK (for instance) to hold CF defnitions,CASSANDRA-44, Or if we are using ZK (for instance) to hold CF defnitions,,Architectural design configuration,4:2415 - 4:2473,1,arjan
1:19,such that we can keep  the index/CF map there and not re-use indexes f…,CASSANDRA-44," such that we can keep  the index/CF map there and not re-use indexes for deleted CFs then we can rely on the  commitlog ordering always being valid (and just check to make sure we don’t replay into a  decomissioned CF).
",,Architectural solution benefits and drawbacks,4:2474 - 4:2695,1,arjan
1:88,eweaver,CASSANDRA-44,eweaver,,Comment,4:2700 - 4:2706,1,arjan
1:20,Can Zookeeper be bundled in Cassandra itself? Would prefer not to have…,CASSANDRA-44,"Can Zookeeper be bundled in Cassandra itself? Would prefer not to have to  manage a separate component.
",,"Architectural design configuration
Architectural solution benefits and drawbacks",4:2709 - 4:2813,2,arjan
1:89,jbellis,CASSANDRA-44,jbellis,,Comment,5:5 - 5:11,1,arjan
1:21,after CASSANDRA-79 the confg fle is the only source of truth for CF de…,CASSANDRA-44,"after CASSANDRA-79 the confg fle is the only source of truth for CF defnitions  which makes editing them easier. Updated the issue description to refect this.
",,Architectural design configuration,5:14 - 5:173,1,arjan
1:22,which makes editing them easier.,CASSANDRA-44,which makes editing them easier.,,Architectural solution benefits and drawbacks,5:94 - 5:125,1,arjan
1:23,Obviously we want to make this less crappy but maybe it’s not worth ma…,CASSANDRA-44,"Obviously we want to make this less crappy but maybe it’s not worth making ZK a de-  pendency anymore.
",,"Assumptions
Trade-offs",5:174 - 5:277,2,arjan
1:90,jbellis,CASSANDRA-44,jbellis,,Comment,5:282 - 5:288,1,arjan
1:24,I no longer thing we need to involve ZK for this.,CASSANDRA-44, I no longer thing we need to involve ZK for this.,,"Assumptions
Other system architectural solutions",5:290 - 5:339,2,arjan
1:25,Let’s keep it simple.,CASSANDRA-44,Let’s keep it simple.,,Architectural solution benefits and drawbacks,5:341 - 5:361,1,arjan
1:26,Jonathan could you explain in the ticket your thoughts on this (no nee…,CASSANDRA-44,"Jonathan could you explain in the ticket your thoughts on this (no need for  Zookeeper)? You told me in IRC, but I forgot and having it on record is best.
",,,5:376 - 5:531,1,arjan
1:91,jbellis,CASSANDRA-44,jbellis,,Comment,5:536 - 5:542,1,arjan
1:27,split out the CF defnitions into a separate confg fle. poll that fle f…,CASSANDRA-44,"split out the CF defnitions into a separate confg fle. poll that fle for changes  periodically and reload.
",,User requirement,5:545 - 5:652,1,arjan
1:28,this does push the problem of keeping the confg fles in sync across no…,CASSANDRA-44,"this does push the problem of keeping the confg fles in sync across nodes onto ops, but  ops would probably prefer that to requiring a completely new service piece. :)",,Trade-offs,5:653 - 5:819,1,arjan
1:29,Note that either way the we need to automate the transition from an ol…,CASSANDRA-44,"Note that either way the we need to automate the transition from an old set of defnitions  to the new, at the commitlog level. ZK doesn’t make that go away.
",,Architectural solution benefits and drawbacks,5:822 - 5:979,1,arjan
1:92,euphoria,CASSANDRA-44,euphoria,,Comment,5:984 - 5:991,1,arjan
1:30,I don’t get how one would do renames in this seperate-confg-fle soluti…,CASSANDRA-44," I don’t get how one would do renames in this seperate-confg-fle solution without  either specify something like a migration in the fle, or having seperate unique id’s in addition  to names that are shared on the cluster.
",,Architectural solution benefits and drawbacks,5:993 - 5:1215,1,arjan
1:93,urandom,CASSANDRA-44,urandom,,Comment,5:1220 - 5:1226,1,arjan
1:31,"That problem already exists. If you are making additions, removals, or…",CASSANDRA-44,"That problem already exists. If you are making additions, removals, or renames, then you  are going to have to sync those changes with the entire cluster. Whether it’s a single fle or  many doesn’t make much of a diference IMO.
",,Architectural solution benefits and drawbacks,5:1403 - 5:1631,1,arjan
1:32,"Also, if this is implemented with an additional confg, then we should…",CASSANDRA-44,"Also, if this is implemented with an additional confg, then we should probably expose  it through get_string_property() in the same way we do the current confguration (which  incidentally could be useful to ops in syncing up the cluster).
",,Architectural design configuration,5:1632 - 5:1871,1,arjan
1:94,jbellis,CASSANDRA-44,jbellis,,Comment,5:1876 - 5:1882,1,arjan
1:33,"Yes, describing renames is a minor problem (with ZK too).",CASSANDRA-44,"Yes, describing renames is a minor problem (with ZK too).
",,Architectural solution benefits and drawbacks,5:1885 - 5:1943,1,arjan
1:34,We could add JMX commands for managing CFs but then you get back to th…,CASSANDRA-44,"We could add JMX commands for managing CFs but then you get back to the Bad Old  Days of having this xml around that is overridden by ""invisible"" information in the system  table.
",,Trade-offs,5:1944 - 5:2124,1,arjan
1:35,I would just add an attribute e.g. MigrateFrom to the CF defnition tha…,CASSANDRA-44,"I would just add an attribute e.g. MigrateFrom to the CF defnition that says ""here’s  what the old name was, rename the data fles when you move to the new defnition.""  <ColumnFamily name=""Standard82"" migratefrom=""Standard1"" ...>  (Note that I only suggest splitting this into a separate fle for clarity, not because it’s some-  how inherent to manage-by-re-parse.)",,Architectural component behavior and structure,5:2125 - 5:2488,1,arjan
1:95,jmischo,CASSANDRA-44,jmischo,,Comment,5:2495 - 5:2501,1,arjan
1:36,"Adding JMX commands to manage CFs doesn’t have to be evil, provided we…",CASSANDRA-44,"Adding JMX commands to manage CFs doesn’t have to be evil, provided we  distribute the information to all nodes and they serialize a new confg out to disk. If the  confg change has a serial and a checksum that is sent to every node, the xml confg can be  stamped with them, and any node with an old or corrupt confg could pull the latest confg  during bootstrapping on restart or after failed validation against checksum.",,Architectural design configuration,5:2504 - 5:2924,1,arjan
1:37,"doesn’t have to be evil,",CASSANDRA-44,"doesn’t have to be evil,",,Architectural solution benefits and drawbacks,5:2538 - 5:2561,1,arjan
1:38,"Just an idea, but it’s one that solves for the ""invisible"" confguratio…",CASSANDRA-44,"Just an idea, but it’s one that solves for the ""invisible"" confguration issue and adds manage-  ability without sacrifcing uptime. Since adding and removing CFs should be a rare event, I  don’t think we need to designate a single point of failure to be the ""authoritative"" node for  the confg, though the frst node to get the confg change could be the one responsible for  gaining consensus on the ""current"" confguration and then also be responsible for generating  the new serial and checksum.
",,"Architectural solution benefits and drawbacks
Architectural tactics
Assumptions",6:1 - 6:496,3,arjan
1:39,The real question in my mind is whether this is something that we requ…,CASSANDRA-44,"The real question in my mind is whether this is something that we require a management  tool to contact every node via JMX for,",,Architectural design configuration,6:497 - 6:623,1,arjan
1:40,or whether a success message from a single node  means it’s already su…,CASSANDRA-44," or whether a success message from a single node  means it’s already successfully distributed the confguration change to N nodes/quorum/all  nodes.
",,Architectural design configuration,6:624 - 6:772,1,arjan
1:96,jbellis,CASSANDRA-44,jbellis,,Comment,6:777 - 6:783,1,arjan
1:41,"If the goal is ""write out a new confg fle"" then contacting each machin…",CASSANDRA-44," If the goal is ""write out a new confg fle"" then contacting each machine via JMX  and programatically re-writing the confg fle",,Architectural design configuration,6:785 - 6:910,1,arjan
1:42,is a lot more complicated than,CASSANDRA-44, is a lot more complicated than,,Architectural solution benefits and drawbacks,6:911 - 6:941,1,arjan
1:43,just pushing  out a new fle via an existing puppet / dsh / etc infrast…,CASSANDRA-44,"just pushing  out a new fle via an existing puppet / dsh / etc infrastructure.
",,Architectural design configuration,6:943 - 6:1022,1,arjan
1:97,ryandaum,CASSANDRA-44,ryandaum,,Comment,6:1027 - 6:1034,1,arjan
1:44,What about using a special default ’meta’ Cassandra keyspace for the d…,CASSANDRA-44,"What about using a special default ’meta’ Cassandra keyspace for the descrip-  tion of the keyspaces/column families?
",,Architectural component behavior and structure,6:1037 - 6:1155,1,arjan
1:45,This would handle the issue of propagation and availability.,CASSANDRA-44,"This would handle the issue of propagation and availability.
",,Architectural solution benefits and drawbacks,6:1156 - 6:1217,1,arjan
1:98,jbellis,CASSANDRA-44,jbellis,,Comment,6:1222 - 6:1228,1,arjan
1:46,"Other things being equal, I would prefer to provide a thrift interface…",CASSANDRA-44,"Other things being equal, I would prefer to provide a thrift interface to add/rename/re-  move keyspace and CFs through a single coordinator node (vs having to update each node  via JMX, or push out a new confg fle). ",,"Architectural design configuration
Architectural solution benefits and drawbacks",6:1249 - 6:1465,2,arjan
1:47,Keeping things confg-fle based has two drawbacks:  - it requires flesy…,CASSANDRA-44,"Keeping things confg-fle based has two drawbacks:  - it requires flesystem access for whoever is doing the update, which is problematic in some  environments  - it makes life difcult for systems building on top of cassandra that want to automate this  (easy for a human to dsh scp from somewhere; possible, but painful, to integrate this into  an automated system that is more than a one-of)  - it requires either all nodes being up for the upgrade, which is simple but unrealistic, or ops  manually re-pushing the update to nodes that are down, which is a pita",,Architectural solution benefits and drawbacks,6:1466 - 6:2026,1,arjan
1:48,So if we can instead move to a system where KS/CF defnitions are store…,CASSANDRA-44,"So if we can instead move to a system where KS/CF defnitions are stored in a system  CF and updated programatically,",,Architectural design configuration,6:2029 - 6:2144,1,arjan
1:49,I think that would be best.,CASSANDRA-44,"I think that would be best.
",,"Architectural solution benefits and drawbacks
Assumptions",6:2146 - 6:2174,2,arjan
1:50,Possible evolution of the code might look like  (1) move KS/CF defniti…,CASSANDRA-44,"Possible evolution of the code might look like  (1) move KS/CF defnitions into the system table  (2) add schema change methods internally and tests (possibly expose via JMX for manual  testing, but not nodeprobe)  (3) add thrift interface to send schema changes out to other nodes  (4) add gossip of MetadataVersion (a user provided? automatically generated? identifer  string): gossip automatically handles updating nodes that were down on what happened  while they were out. Full schema will not ft in gossip but a version id will. A node whose  internal MV is lower than one it sees in gossip, should ask the node w/ the higher version  to send it the new version. (Remember we cannot rely on HH for this since the FD may not  have recognized that the node was down when the update was happening).
",,Architectural design configuration,6:2175 - 6:2976,1,arjan
1:51,We punt completely on two clients requesting conficting changes from d…,CASSANDRA-44,"We punt completely on two clients requesting conficting changes from diferent coordinator  nodes. ""Don’t do that."" (Just as copying out two conficting confg fles is Bad.)",,Run-time quality issues,6:2977 - 6:3146,1,arjan
1:52,One possible layout for the metadata CFs:  migrations: hardcoded key o…,CASSANDRA-44,"One possible layout for the metadata CFs:  migrations: hardcoded key of ""migrations"": each column w/ name of MetadataVersion con-  5
tains the op performed  schema: key of MV, supercolumns of KS, columns of serialized CF defnitions  so on startup, we read latest MV from migrations row, then the associated schema.
(Looked at this way it seems like we should just have MV be a TimeUUID and not make  client deal w/ that.)",,Architectural design configuration,6:3149 - 7:289,1,arjan
1:99,jbellis,CASSANDRA-44,jbellis,,Comment,7:296 - 7:302,1,arjan
1:53,Instead of manually propagating & reconciling schema changes in (3) an…,CASSANDRA-44,"Instead of manually propagating & reconciling schema changes in (3) and (4), we  could add per-keyspace replication factor as suggested in CASSANDRA-620.",,Architectural design configuration,7:305 - 7:457,1,arjan
1:54,We’d still need  to gossip version id so schema changes don’t rely on…,CASSANDRA-44,"We’d still need  to gossip version id so schema changes don’t rely on a weekly (for instance) repair operation  to be consistent, but we could still use the repair code that is already done rather than  rolling it manually.",,Trade-offs,7:459 - 7:681,1,arjan
1:100,gdusbabek,CASSANDRA-44,gdusbabek,,Comment,7:688 - 7:696,1,arjan
1:55,I like the idea of 1) making this automatic 2) not exposing via thrift…,CASSANDRA-44,I like the idea of 1) making this automatic 2) not exposing via thrift.,,Architectural solution benefits and drawbacks,7:699 - 7:769,1,arjan
1:101,jbellis,CASSANDRA-44,jbellis,,Comment,7:834 - 7:840,1,arjan
1:56,We do want to have a thrift interface to the functionality so that ord…,CASSANDRA-44,"We do want to have a thrift interface to the functionality so that ordinary clients  can create new columnfamilies, though",,User requirement,7:843 - 7:964,1,arjan
1:57,But having a special-purpose backend to handle  that is what 620 might…,CASSANDRA-44,"But having a special-purpose backend to handle  that is what 620 might let us avoid.
",,Architectural solution benefits and drawbacks,7:967 - 7:1052,1,arjan
1:102,gdusbabek,CASSANDRA-44,gdusbabek,,Comment,7:1057 - 7:1065,1,arjan
1:58,"Having this with 620 would be a lot cleaner, but implementing 620 woul…",CASSANDRA-44,"Having this with 620 would be a lot cleaner, but implementing 620 would be  a lot more work than just creating a system to propagate system changes. Is putting the  work in for 620 worth it or not?
",,Trade-offs,7:1068 - 7:1266,1,arjan
1:103,jbellis,CASSANDRA-44,jbellis,,Comment,7:1271 - 7:1277,1,arjan
1:59,"People (including Rackspace) want 620 independently, so if it’s feasib…",CASSANDRA-44," People (including Rackspace) want 620 independently, so if it’s feasible then yes.
(I’m 60% sure it’s feasible. :)",,User requirement,7:1279 - 7:1394,1,arjan
1:104,gdusbabek,CASSANDRA-44,gdusbabek,,Comment,7:1401 - 7:1409,1,arjan
1:60,Having CASSANDRA-620 will make this easier.,CASSANDRA-44,"Having CASSANDRA-620 will make this easier.
",,Architectural solution benefits and drawbacks,7:1412 - 7:1456,1,arjan
1:105,jbellis,CASSANDRA-44,jbellis,,Comment,7:1461 - 7:1467,1,arjan
1:61,"How do we deal with the rename partition problem? that is, say we rena…",CASSANDRA-44,"How do we deal with the rename partition problem?
that is, say we rename a CF A -> B, then create a new A (A’). Some node N is down  for the rename.
Now N comes back up while clients are inserting into A’. N will happily insert them to  A, then rename A -> B when it gets news of the update.
AFAICS this is an issue under either push or pull schema propagation.
",,Motivation of design issue,7:1549 - 7:1914,1,arjan
1:62,1. only allow schema changes when 100% of nodes are up.,CASSANDRA-44,1. only allow schema changes when 100% of nodes are up.,,Architectural design configuration,7:1940 - 7:1994,1,arjan
1:63,This is both limiting (when  you get to 100s of nodes it could be pret…,CASSANDRA-44,"This is both limiting (when  you get to 100s of nodes it could be pretty inconvenient) and buggy (a node could be up  when you start the update, but go down before it’s complete; FD is not instant).
",,Architectural solution benefits and drawbacks,7:1996 - 7:2195,1,arjan
1:64,"disallow renames, only allow add and drop",CASSANDRA-44,"disallow renames, only allow add and drop",,Architectural design configuration,7:2199 - 7:2239,1,arjan
1:65,"allow renames, but only allow reusing an old CF name once the entire c…",CASSANDRA-44,"allow renames, but only allow reusing an old CF name once the entire cluster has com-  pleted the frst rename (so kind of 1., but only apply the 100% rule in this one corner case)",,Architectural design configuration,7:2245 - 7:2423,1,arjan
1:66,I’m trying to think of a way that having a ZK ensemble would give  us…,CASSANDRA-44," I’m trying to think of a way that having a ZK ensemble would give  us a magic wand here, as originally envisioned, but I don’t see one (short of having nodes  ask ZK for schema defnitions on every op",,Architectural design configuration,7:2450 - 7:2649,1,arjan
1:67,which is unacceptable for performance),CASSANDRA-44,which is unacceptable for performance),,Architectural solution benefits and drawbacks,7:2652 - 7:2689,1,arjan
1:68,So I  6think my inclination would be to start w/ (2) and then add (3).,CASSANDRA-44,"So I  6
think my inclination would be to start w/ (2) and then add (3).
",,Architectural solution benefits and drawbacks,7:2692 - 8:65,1,arjan
1:106,gdusbabek,CASSANDRA-44,gdusbabek,,Comment,8:70 - 8:78,1,arjan
1:70,It won’t be hard to handle as long as the downed node doesn’t particip…,CASSANDRA-44,It won’t be hard to handle as long as the downed node doesn’t participate  in writes until it’s schema is stable.,,Architectural solution benefits and drawbacks,8:81 - 8:193,1,arjan
1:69,"rename(A,B) is migration0, add(A) is migration1. migration1 won’t be a…",CASSANDRA-44,"rename(A,B) is migration0, add(A) is migration1.
migration1 won’t be applied to N because it realizes it isn’t migrating from migration0  (migration1 specifes that it is a migration from migration0). N quickly realizes it is using  an older version of the schema, it requests all the versions it is missing and then applies  them in order (migration0, migration1).
",,Architectural design configuration,8:195 - 8:561,1,arjan
1:107,gdusbabek,CASSANDRA-44,gdusbabek,,Comment,8:566 - 8:574,1,arjan
1:71,Nevermind. I see the problem with that approach. I’ll have to think on…,CASSANDRA-44,"Nevermind. I see the problem with that approach. I’ll have to think on this.
",,Architectural solution benefits and drawbacks,8:577 - 8:654,1,arjan
1:108,gdusbabek,CASSANDRA-44,gdusbabek,,Comment,8:659 - 8:667,1,arjan
1:72,CF ids do not change during a rename. So if we encode the cfd in the r…,CASSANDRA-44,"CF ids do not change during a rename. So if we encode the cfd in the row  mutation it can be used to make sure the changes are applied properly. (At this point keeping  the cfname as part of the rowmuation would just become baggage, so if it make sense and  can be done, we should take it out.)",,Architectural design configuration,8:670 - 8:963,1,arjan
1:73,At this point keeping  the cfname as part of the rowmuation would just…,CASSANDRA-44,"At this point keeping  the cfname as part of the rowmuation would just become baggage, so if it make sense and  can be done, we should take it out",,Architectural solution benefits and drawbacks,8:816 - 8:961,1,arjan
1:109,jbellis,CASSANDRA-44,jbellis,,Comment,8:970 - 8:976,1,arjan
1:75,"That would work, as long as IDs are global. It should actually make th…",CASSANDRA-44,"That would work, as long as IDs are global. It should actually make things faster,  too.
",,Architectural tactics,8:979 - 8:1068,1,arjan
1:110,gdusbabek,CASSANDRA-44,gdusbabek,,Comment,8:1073 - 8:1081,1,arjan
1:76,w00t!,CASSANDRA-44,"w00t!
",,Architectural solution benefits and drawbacks,8:1084 - 8:1090,1,arjan
1:111,kingryan,CASSANDRA-44,kingryan,,Comment,8:1095 - 8:1102,1,arjan
1:77,Gary - This is seriously awesome. I owe you a beer when we see each ot…,CASSANDRA-44,"Gary - This is seriously awesome. I owe you a beer when we see each other.
",,Architectural solution benefits and drawbacks,8:1105 - 8:1180,1,arjan
1:112,pablocubico,CASSANDRA-44,pablocubico,,Comment,8:1185 - 8:1195,1,arjan
1:78,Great news!!! Congratz.,CASSANDRA-44,"Great news!!! Congratz.
",,Architectural solution benefits and drawbacks,8:1198 - 8:1222,1,arjan
1:79,Can you please update the Thrift VERSION (minor rev I suppose)?,CASSANDRA-44,"Can you please update the Thrift VERSION (minor rev I suppose)?
",,,8:1232 - 8:1296,1,arjan
1:80,Major version is getting bumped to 4 in 0.7 anyway as a result of swit…,CASSANDRA-44,Major version is getting bumped to 4 in 0.7 anyway as a result of switching  to byte[] keys.,,,8:1312 - 8:1403,1,arjan
2:1,"Currently cassandra supports ""read repair,"" i.e., lazy repair when a r…",CASSANDRA-193,"Currently cassandra supports ""read repair,"" i.e., lazy repair when a read is done.",,Existing system architecture description,3:86 - 3:167,1,arjan
2:2,This is better  than nothing but is not sufcient for some cases (e.g.…,CASSANDRA-193,"This is better  than nothing but is not sufcient for some cases (e.g. catastrophic node failure where you need to  rebuild all of a node’s data on a new machine).
",,Run-time quality issues,3:169 - 3:332,1,arjan
2:3,Dynamo uses merkle trees here.,CASSANDRA-193,Dynamo uses merkle trees here.,,Other system architectural solutions,3:333 - 3:362,1,arjan
2:4,This is harder for Cassandra given the CF data model but I  suppose we…,CASSANDRA-193,"This is harder for Cassandra given the CF data model but I  suppose we could just hash the serialized CF value.
",,Architectural solution benefits and drawbacks,3:364 - 3:475,1,arjan
2:217,jbellis,CASSANDRA-193,jbellis,,Comment,4:416 - 4:422,1,arjan
2:5,To start with the good news: one thing which may seem on the face of i…,CASSANDRA-193," To start with the good news: one thing which may seem on the face of it to be a  problem, isn’t really. That is, how do you get nodes replicating a given token range to agree  where to freeze or snapshot the data set to be repaired, in the face of continuing updates?
The answer is, you don’t; it doesn’t matter. If we repair a few columnfamilies that don’t  really need it (because one of the nodes was just a bit slower to process an update than the  other), that’s no big deal. We accept that and move on.
",,Existing system architecture description,4:424 - 4:935,1,arjan
2:6,"The bad news is, I don’t see a clever solution for performing broad-ba…",CASSANDRA-193,"The bad news is, I don’t see a clever solution for performing broad-based repair against  the Memtable/SSTable model similar to Merkle trees for Dynamo/bdb. (Of course, that is  no guarantee that none such exists. :)",,Motivation of design issue,4:936 - 4:1151,1,arjan
2:7,"In passing, it’s worth noting that Bigtable sidesteps these  issues by…",CASSANDRA-193,"In passing, it’s worth noting that Bigtable sidesteps these  issues by writing both commit logs and sstables to GFS, which takes care of durability.
Here we have to do more work in exchange for a simpler model and better performance on  ordinary reads and writes.",,Architectural tactics,4:1185 - 4:1448,1,arjan
2:8,One difculty lies in how data in one SSTable may be pre-empted by anot…,CASSANDRA-193,One difculty lies in how data in one SSTable may be pre-empted by another.,,Architectural component behavior and structure,4:1452 - 4:1525,1,arjan
2:9,"Because  of this, any hash-based ""summary"" of a row may be obsoleted b…",CASSANDRA-193,"Because  of this, any hash-based ""summary"" of a row may be obsoleted by rows in another. For some  workloads, particularly ones in which most keys are updated infrequently, caching such a  summary in the sstable or index fle might still be useful, but it should be kept in mind that  in the worst case these will just be wasted efort.
",,Architectural solution benefits and drawbacks,4:1527 - 4:1862,1,arjan
2:10,I think it would be a mistake to address this by forcing a major compa…,CASSANDRA-193,I think it would be a mistake to address this by forcing a major compaction -- combin-  ing all sstables for the columnfamily into one -- as a prerequisite to repair.,,"Architectural component behavior and structure
Assumptions",4:1864 - 4:2029,2,arjan
2:11,Reading and  rewriting _all_ the data for _each_ repair is a signifcan…,CASSANDRA-193,Reading and  rewriting _all_ the data for _each_ repair is a signifcant amount of extra I/O,,Architectural solution benefits and drawbacks,4:2031 - 4:2121,1,arjan
2:12,"Another is that token regions do not correspond 1:1 to sstables, becau…",CASSANDRA-193,"Another is that token regions do not correspond 1:1 to sstables, because each node is re-  sponsible for N token regions -- the regions for which is is the primary, secondar, tertiary,  etc. repository for -- all intermingled in the SSTable fles.",,Architectural component behavior and structure,5:1 - 5:246,1,arjan
2:13,So any precomputation would  need to be done separately N times.,CASSANDRA-193,"So any precomputation would  need to be done separately N times.
",,Architectural solution benefits and drawbacks,5:248 - 5:312,1,arjan
2:14,"Finally, we can’t assume that sstable or even just row key names will…",CASSANDRA-193,"Finally, we can’t assume that sstable or even just row key names will ft into the heap,",,Architectural component behavior and structure,5:314 - 5:400,1,arjan
2:15,which limits the kind of in-memory structures we can build.,CASSANDRA-193,"which limits the kind of in-memory structures we can build.
",,Architectural solution benefits and drawbacks,5:403 - 5:462,1,arjan
2:16,So from what I do not think it is worth the complexity to attempt to c…,CASSANDRA-193,"So from what I do not think it is worth the complexity to attempt to cache per-row hashes  or summaries of the sstable data in the sstable or index fles.
",,"Architectural solution benefits and drawbacks
Assumptions",5:464 - 5:618,2,arjan
2:17,So the approach I propose is simply to iterate through the key space o…,CASSANDRA-193,"So the approach I propose is simply to iterate through the key space on a per-CF basis,  compute a hash, and repair if there is a mismatch. The code to iterate keys is already there  (for the compaction code) and so is the code to compute hashes and repair if a mismatch is  found (for read repair). ",,Architectural component behavior and structure,5:619 - 5:918,1,arjan
2:18,I think it will be worth fushing the current memtable frst to avoid  h…,CASSANDRA-193,"I think it will be worth fushing the current memtable frst to avoid  having to take a read lock on it.
",,"Architectural component behavior and structure
Assumptions",5:919 - 5:1021,2,arjan
2:19,Enhancements could include building a merkle tree from each batch of h…,CASSANDRA-193,Enhancements could include building a merkle tree from each batch of hashes to minimize  round trips ,,Architectural component behavior and structure,5:1023 - 5:1123,1,arjan
2:20,although unfortunately I think that is not going to be a bottleneck fo…,CASSANDRA-193,although unfortunately I think that is not going to be a bottleneck for Cassan-  dra compared to the hash computation -- and fxing the compaction and hash computation  code to iterate through columns in a CF rather than deserializing each ColumnFamily in its  entirety.,,Trade-offs,5:1127 - 5:1395,1,arjan
2:218,jbellis,CASSANDRA-193,jbellis,,Comment,5:1455 - 5:1461,1,arjan
